"parameter","index","start_value"
"log_n_imm",1,18.4669993077454
"log_n_imm",2,21.2383433297949
"log_n_imm",3,19.4669391811023
"log_n_imm",4,19.6786476584336
"log_n_imm",5,19.1007400114097
"log_n_imm",6,21.3996129313982
"log_n_imm",7,16.9516186655371
"log_n_imm",8,17.5273749367466
"log_n_imm",9,19.8290395690109
"log_n_imm",10,20.1611526951865
"log_n_imm",11,17.4574192209244
"log_n_imm",12,19.4281052246403
"log_n_imm",13,17.9466547612325
"log_n_imm",14,14.6756357589449
"log_n_imm",15,14.8809257531165
"log_n_imm",16,11.7320716879055
"log_n_imm",17,10.3296666617253
"log_n_imm",18,13.1633846185359
"log_n_imm",19,10.2744167519215
"log_n_imm",20,8.50051079640026
"log_n_imm",21,5.67152158106101
"log_n_mat",1,15.0739111253216
"log_n_mat",2,11.1397788493924
"log_n_mat",3,17.7686570075134
"log_n_mat",4,16.3189404347177
"log_n_mat",5,17.4510811856672
"log_n_mat",6,17.8506291347562
"log_n_mat",7,20.0733876707511
"log_n_mat",8,17.9817888736065
"log_n_mat",9,19.2934721397597
"log_n_mat",10,17.9871235035174
"log_n_mat",11,20.6627157490695
"log_n_mat",12,20.6831670852622
"log_n_mat",13,15.7424226196478
"log_n_mat",14,20.794370720541
"log_n_mat",15,20.4381827032982
"log_n_mat",16,20.25231128499
"log_n_mat",17,17.1339873818865
"log_n_mat",18,19.0146547885682
"log_n_mat",19,13.7803358832514
"log_n_mat",20,13.477147496162
"log_n_mat",21,12.6333236132729
"nat_m_dev",1,0.287011544042995
"nat_m_dev",2,-0.0888785817764655
"nat_m_dev",3,-0.287832533050328
"nat_m_dev",4,-1.52342383107604
"nat_m_dev",5,-1.30825501995652
"nat_m_dev",6,-0.794846076743933
"nat_m_dev",7,-0.748337940621474
"nat_m_dev",8,-0.475928852634773
"nat_m_dev",9,-0.331551081078813
"nat_m_dev",10,0.0855702145347953
"nat_m_dev",11,0.110612037110801
"nat_m_dev",12,0.194002950703511
"nat_m_dev",13,0.178411457305025
"nat_m_dev",14,0.310908374966269
"nat_m_dev",15,0.464033201245442
"nat_m_dev",16,0.681298080297962
