"parameter","index","start_value"
"log_n_imm",1,18.5849326324352
"log_n_imm",2,20.714873174664
"log_n_imm",3,20.7787145980814
"log_n_imm",4,24.1914973336461
"log_n_imm",5,23.5393318189957
"log_n_imm",6,19.2717711799547
"log_n_imm",7,18.5733296684145
"log_n_imm",8,17.4512667795934
"log_n_imm",9,21.8215839524832
"log_n_imm",10,20.6353980134642
"log_n_imm",11,16.6917109665434
"log_n_imm",12,25.6750597333008
"log_n_imm",13,19.2701439934106
"log_n_imm",14,18.412067075948
"log_n_imm",15,13.7688424851653
"log_n_imm",16,13.8284942839143
"log_n_imm",17,11.9287537504204
"log_n_imm",18,10.3153693613397
"log_n_imm",19,9.64876438075989
"log_n_imm",20,9.96955459044667
"log_n_imm",21,6.72968693354955
"log_n_mat",1,17.8377862308844
"log_n_mat",2,12.9255666409235
"log_n_mat",3,17.5461295721981
"log_n_mat",4,20.680301327379
"log_n_mat",5,17.54335910431
"log_n_mat",6,17.6894401873745
"log_n_mat",7,23.3585884129958
"log_n_mat",8,18.7727693847911
"log_n_mat",9,16.0328923497194
"log_n_mat",10,19.4725326119758
"log_n_mat",11,18.2805397416987
"log_n_mat",12,17.5815375755831
"log_n_mat",13,18.9757300655132
"log_n_mat",14,16.5770744705878
"log_n_mat",15,17.1562163999883
"log_n_mat",16,16.2047831816939
"log_n_mat",17,18.2157392704917
"log_n_mat",18,15.9660809518078
"log_n_mat",19,13.3961860559015
"log_n_mat",20,14.3521620152143
"log_n_mat",21,10.3779682681525
"nat_m_dev",1,0.114871150416434
"nat_m_dev",2,-0.218385920918923
"nat_m_dev",3,-0.119693637310293
"nat_m_dev",4,-1.49804718560655
"nat_m_dev",5,-1.2294433357521
"nat_m_dev",6,-1.12496457239293
"nat_m_dev",7,-0.517745025423536
"nat_m_dev",8,-0.531499686955829
"nat_m_dev",9,-0.1596062109673
"nat_m_dev",10,-0.183300347855347
"nat_m_dev",11,0.142311114447376
"nat_m_dev",12,0.00939800794143267
"nat_m_dev",13,0.00521859774738329
"nat_m_dev",14,0.278970589703694
"nat_m_dev",15,0.744047785002727
"nat_m_dev",16,0.945502345368003
"nat_m_dev",17,0.0148383364629785
"nat_m_dev",18,-0.970021156924264
"nat_m_dev",19,-0.235926694258904
"nat_m_dev",20,0.344143266924388
"nat_m_dev",21,-0.0599475540546707
"nat_m_dev",22,-0.0388949544475532
"nat_m_dev",23,-0.722782035038349
"nat_m_dev",24,-0.0884252322344581
"nat_m_dev",25,-0.181452039069753
"nat_m_dev",26,-0.0842839893568626
"nat_m_dev",27,-0.790377063560115
"nat_m_dev",28,-0.384511039185889
"nat_m_dev",29,0.0577479682430584
"nat_m_dev",30,0.224466399338514
"nat_m_dev",31,-0.129909231980437
"nat_m_dev",32,-0.0534646164489469
"nat_m_dev",33,0.775266238674195
"nat_m_dev",34,0.20739679139143
"nat_m_dev",35,-0.298552663286961
"nat_m_dev",36,-0.729503853215567
"nat_m_dev",37,0.360192065216405
"nat_m_dev",38,2.00357763538275
"nat_m_dev",39,0.293926702634859
"nat_m_dev",40,-0.88755418490284
"nat_m_dev",41,-0.317986133188251
"nat_m_dev",42,0.458249846698917
"nat_m_mat_dev",1,-0.278295105228909
"nat_m_mat_dev",2,0.755814717070758
"nat_m_mat_dev",3,1.24829853767564
"nat_m_mat_dev",4,-0.381669189540247
"nat_m_mat_dev",5,-1.10829863764674
"nat_m_mat_dev",6,-1.06211098495722
"nat_m_mat_dev",7,-0.712210629286608
"nat_m_mat_dev",8,0.474688634820257
"nat_m_mat_dev",9,0.235524133879939
"nat_m_mat_dev",10,0.947812909312345
"nat_m_mat_dev",11,-0.197824433114937
"nat_m_mat_dev",12,-0.536822431347287
"nat_m_mat_dev",13,0.157549594455612
"nat_m_mat_dev",14,0.560821564670391
"nat_m_mat_dev",15,0.555161506363551
"nat_m_mat_dev",16,0.780529557819865
"nat_m_mat_dev",17,0.630761933415449
"nat_m_mat_dev",18,-0.325183219491959
"nat_m_mat_dev",19,-0.891749730421541
"nat_m_mat_dev",20,0.0800007837823077
"nat_m_mat_dev",21,0.055356196139866
"nat_m_mat_dev",22,-0.530604760876921
"nat_m_mat_dev",23,-0.507685532227953
"nat_m_mat_dev",24,0.417136485721629
"nat_m_mat_dev",25,0.422805963068192
"nat_m_mat_dev",26,0.556124647650796
"nat_m_mat_dev",27,-0.254928354423575
"nat_m_mat_dev",28,-0.926421863984861
"nat_m_mat_dev",29,-1.21634817173517
"nat_m_mat_dev",30,-0.00827513213213824
"nat_m_mat_dev",31,0.234054329980365
"nat_m_mat_dev",32,-0.161824102788773
"nat_m_mat_dev",33,0.423494982115323
"nat_m_mat_dev",34,0.117450025313418
"nat_m_mat_dev",35,0.154209262724088
"nat_m_mat_dev",36,-0.154510624729319
"nat_m_mat_dev",37,0.679708061135002
"nat_m_mat_dev",38,1.26305571422738
"nat_m_mat_dev",39,-0.0659595779406384
"nat_m_mat_dev",40,0.491971251581337
"nat_m_mat_dev",41,-0.109253210477208
"nat_m_mat_dev",42,-1.043464875952
"nat_m_lg_dev",1,-0.129261946193274
"nat_m_lg_dev",2,-0.155110207938353
"nat_m_lg_dev",3,0.365377708080401
"nat_m_lg_dev",4,-0.0939162320204881
"nat_m_lg_dev",5,-0.0577535650408371
"nat_m_lg_dev",6,0.303030093774154
"nat_m_lg_dev",7,0.344984561629113
"nat_m_lg_dev",8,0.251701666029452
"nat_m_lg_dev",9,0.213505899900627
"nat_m_lg_dev",10,0.463921381659218
"nat_m_lg_dev",11,-0.169064163701783
"nat_m_lg_dev",12,0.0911087088703833
"nat_m_lg_dev",13,-0.0947385209721996
"nat_m_lg_dev",14,-0.0869566999619716
"nat_m_lg_dev",15,0.16211804210994
"nat_m_lg_dev",16,-0.169001790684422
"nat_m_lg_dev",17,0.150965889923543
"nat_m_lg_dev",18,0.223764872042445
"nat_m_lg_dev",19,-0.031285758636716
"nat_m_lg_dev",20,-0.0471895392016705
"nat_m_lg_dev",21,0.207856156789305
"nat_m_lg_dev",22,-0.157998378548329
"nat_m_lg_dev",23,-0.167274303620988
"nat_m_lg_dev",24,0.0573709456932134
"nat_m_lg_dev",25,0.257752270544668
"nat_m_lg_dev",26,0.0428246339716367
"nat_m_lg_dev",27,-0.290501206802617
"nat_m_lg_dev",28,0.072054199207296
"nat_m_lg_dev",29,0.069625400866676
"nat_m_lg_dev",30,0.0290067456116463
"nat_m_lg_dev",31,0.140813553696769
"nat_m_lg_dev",32,-0.411318279779908
"nat_m_lg_dev",33,0.00729794081917621
"nat_m_lg_dev",34,0.106442193486397
"nat_m_lg_dev",35,0.10922188866114
"nat_m_lg_dev",36,0.133975279896142
"nat_m_lg_dev",37,-0.137331145991285
"nat_m_lg_dev",38,-0.00459977913789283
"nat_m_lg_dev",39,-0.189924819573139
"nat_m_lg_dev",40,0.234310218015908
"nat_m_lg_dev",41,-0.0742675436085811
"nat_m_lg_dev",42,0.341910100267877
"q_dev",1,0
"q_dev",2,0
"q_dev",3,0
"q_dev",4,0
"q_dev",5,0
"q_dev",6,0
"q_dev",7,0
"q_dev",8,0
"q_dev",9,0
"q_dev",10,0
"q_dev",11,0
"q_dev",12,0
"q_dev",13,0
"q_dev",14,0
"q_dev",15,0
"q_dev",16,0
"q_dev",17,0
"q_dev",18,0
"q_dev",19,0
"q_dev",20,0
"q_dev",21,0
"q_dev",22,0
"q_dev",23,0
"q_dev",24,0
"q_dev",25,0
"q_dev",26,0
"q_dev",27,0
"q_dev",28,0
"q_dev",29,0
"q_dev",30,0
"q_dev",31,0
"q_dev",32,0
"q_dev",33,0
"q_dev",34,0
"q_dev",35,0
"q_dev",36,0
"q_dev",37,0
"q_dev",38,0
"q_dev",39,0
"q_dev",40,0
"q_dev",41,0
"q_dev",42,0
"q_mat_dev",1,0
"q_mat_dev",2,0
"q_mat_dev",3,0
"q_mat_dev",4,0
"q_mat_dev",5,0
"q_mat_dev",6,0
"q_mat_dev",7,0
"q_mat_dev",8,0
"q_mat_dev",9,0
"q_mat_dev",10,0
"q_mat_dev",11,0
"q_mat_dev",12,0
"q_mat_dev",13,0
"q_mat_dev",14,0
"q_mat_dev",15,0
"q_mat_dev",16,0
"q_mat_dev",17,0
"q_mat_dev",18,0
"q_mat_dev",19,0
"q_mat_dev",20,0
"q_mat_dev",21,0
"q_mat_dev",22,0
"q_mat_dev",23,0
"q_mat_dev",24,0
"q_mat_dev",25,0
"q_mat_dev",26,0
"q_mat_dev",27,0
"q_mat_dev",28,0
"q_mat_dev",29,0
"q_mat_dev",30,0
"q_mat_dev",31,0
"q_mat_dev",32,0
"q_mat_dev",33,0
"q_mat_dev",34,0
"q_mat_dev",35,0
"q_mat_dev",36,0
"q_mat_dev",37,0
"q_mat_dev",38,0
"q_mat_dev",39,0
"q_mat_dev",40,0
"q_mat_dev",41,0
"q_mat_dev",42,0
"q_lg_dev",1,0
"q_lg_dev",2,0
"q_lg_dev",3,0
"q_lg_dev",4,0
"q_lg_dev",5,0
"q_lg_dev",6,0
"q_lg_dev",7,0
"q_lg_dev",8,0
"q_lg_dev",9,0
"q_lg_dev",10,0
"q_lg_dev",11,0
"q_lg_dev",12,0
"q_lg_dev",13,0
"q_lg_dev",14,0
"q_lg_dev",15,0
"q_lg_dev",16,0
"q_lg_dev",17,0
"q_lg_dev",18,0
"q_lg_dev",19,0
"q_lg_dev",20,0
"q_lg_dev",21,0
"q_lg_dev",22,0
"q_lg_dev",23,0
"q_lg_dev",24,0
"q_lg_dev",25,0
"q_lg_dev",26,0
"q_lg_dev",27,0
"q_lg_dev",28,0
"q_lg_dev",29,0
"q_lg_dev",30,0
"q_lg_dev",31,0
"q_lg_dev",32,0
"q_lg_dev",33,0
"q_lg_dev",34,0
"q_lg_dev",35,0
"q_lg_dev",36,0
"q_lg_dev",37,0
"q_lg_dev",38,0
"q_lg_dev",39,0
"q_lg_dev",40,0
"q_lg_dev",41,0
"q_lg_dev",42,0
"log_avg_rec",1,20.8609713788711
"rec_devs",1,-0.436481833520563
"rec_devs",2,-0.314224245741853
"rec_devs",3,0.748818520667334
"rec_devs",4,0.469522252462516
"rec_devs",5,0.771383576918779
"rec_devs",6,-0.282540559750636
"rec_devs",7,-0.13165921014909
"rec_devs",8,0.189440815861636
"rec_devs",9,1.22630975286636
"rec_devs",10,2.02333130179068
"rec_devs",11,1.65603596535876
"rec_devs",12,0.506380734872312
"rec_devs",13,-1.50427520436779
"rec_devs",14,-1.42918871836269
"rec_devs",15,-1.49644627579595
"rec_devs",16,-0.394520152502611
"rec_devs",17,0.223899024969557
"rec_devs",18,-0.127016622087526
"rec_devs",19,-0.386051483173787
"rec_devs",20,1.03292235045122
"rec_devs",21,0.442763770375245
"rec_devs",22,0.025337340340988
"rec_devs",23,0.850836796764541
"rec_devs",24,-0.0406818813651929
"rec_devs",25,-1.72800489839863
"rec_devs",26,0.157765592885018
"rec_devs",27,0.71727586231269
"rec_devs",28,-0.120751272002488
"rec_devs",29,-0.18587267344374
"rec_devs",30,-0.243075623172992
"rec_devs",31,0.336558768049196
