"parameter","index","start_value"
"log_n_imm",1,16.8076022531476
"log_n_imm",2,19.3389751355643
"log_n_imm",3,19.5542257184912
"log_n_imm",4,19.6065142137685
"log_n_imm",5,19.4557500835049
"log_n_imm",6,18.6354766873243
"log_n_imm",7,19.7242821727967
"log_n_imm",8,18.9929789550511
"log_n_imm",9,17.9746552373086
"log_n_imm",10,22.0174439906088
"log_n_imm",11,19.8041445584982
"log_n_imm",12,18.9845927102572
"log_n_imm",13,14.7520576216915
"log_n_imm",14,13.7608401286933
"log_n_imm",15,14.9149581959626
"log_n_imm",16,13.5427383668132
"log_n_imm",17,12.6652143617952
"log_n_imm",18,9.44649477009776
"log_n_imm",19,9.00814957538635
"log_n_imm",20,7.57145391858827
"log_n_imm",21,7.8138494692584
"log_n_mat",1,16.8311022767496
"log_n_mat",2,11.9109868640282
"log_n_mat",3,15.7797565775348
"log_n_mat",4,15.6049142512783
"log_n_mat",5,18.2278177036661
"log_n_mat",6,22.0670791377697
"log_n_mat",7,20.0587881396135
"log_n_mat",8,18.3843774263668
"log_n_mat",9,19.4391873524358
"log_n_mat",10,17.7182116226409
"log_n_mat",11,16.5842251885267
"log_n_mat",12,19.4238354987073
"log_n_mat",13,19.3987262956571
"log_n_mat",14,17.2079958814282
"log_n_mat",15,18.4657328141512
"log_n_mat",16,14.350485308248
"log_n_mat",17,17.4220639802729
"log_n_mat",18,15.5381538485089
"log_n_mat",19,14.2915429229989
"log_n_mat",20,12.819096985236
"log_n_mat",21,12.2209700725783
"nat_m_dev",1,-0.571768768309332
"nat_m_dev",2,-0.602182459487333
"nat_m_dev",3,-0.844055244169822
"nat_m_dev",4,-1.50671431006403
"nat_m_dev",5,-1.16868598253056
"nat_m_dev",6,-1.09685472759054
"nat_m_dev",7,-0.529243081135686
"nat_m_dev",8,-0.324472308442611
"nat_m_dev",9,-0.0459010585685046
"nat_m_dev",10,0.21677967597123
"nat_m_dev",11,-0.0455062738891028
"nat_m_dev",12,0.242280694493034
"nat_m_dev",13,0.117144509269272
"nat_m_dev",14,0.153593193702415
"nat_m_dev",15,0.32682305803888
"nat_m_dev",16,0.802078374652251
"nat_m_dev",17,0.20907427164514
"nat_m_dev",18,-0.51329433638115
"nat_m_dev",19,-0.313657029580281
"nat_m_dev",20,0.362972704993355
"nat_m_dev",21,-0.0719429706149208
