"parameter","index","start_value"
"log_n_imm",1,19.1993319827128
"log_n_imm",2,17.7210140996972
"log_n_imm",3,22.8848914910206
"log_n_imm",4,23.1454345856971
"log_n_imm",5,18.3788509593444
"log_n_imm",6,20.5897008171344
"log_n_imm",7,21.2675351250177
"log_n_imm",8,16.3284592874301
"log_n_imm",9,18.1735912047497
"log_n_imm",10,17.4864767328793
"log_n_imm",11,16.7860956012622
"log_n_imm",12,16.4050355903509
"log_n_imm",13,19.7698529011532
"log_n_imm",14,16.9634513384076
"log_n_imm",15,20.2438028847317
"log_n_imm",16,12.4326435349928
"log_n_imm",17,13.9408423808289
"log_n_imm",18,9.36913190582147
"log_n_imm",19,10.6165111167587
"log_n_imm",20,9.01986196904406
"log_n_imm",21,7.01050846495749
"log_n_mat",1,17.558324321571
"log_n_mat",2,12.6053960905045
"log_n_mat",3,18.668566339819
"log_n_mat",4,15.8973608024595
"log_n_mat",5,16.2316498757407
"log_n_mat",6,16.7873353826325
"log_n_mat",7,17.7501725163518
"log_n_mat",8,19.2283034871385
"log_n_mat",9,16.055246971936
"log_n_mat",10,15.6813009085493
"log_n_mat",11,18.3239279205498
"log_n_mat",12,20.1457953266742
"log_n_mat",13,17.3695324624023
"log_n_mat",14,21.8413483486412
"log_n_mat",15,17.4426456933336
"log_n_mat",16,17.0297815717949
"log_n_mat",17,17.366750926396
"log_n_mat",18,15.9889278622783
"log_n_mat",19,13.7655504288855
"log_n_mat",20,13.4286115540517
"log_n_mat",21,11.8843544723475
"nat_m_dev",1,0.50247495436182
"nat_m_dev",2,-0.504326120086057
"nat_m_dev",3,-0.580954671456582
"nat_m_dev",4,-0.895137915632869
"nat_m_dev",5,-1.07614997215468
"nat_m_dev",6,-0.853032976665396
"nat_m_dev",7,-0.471831189172889
"nat_m_dev",8,-0.44493409833647
"nat_m_dev",9,-0.298205635282351
"nat_m_dev",10,0.438698865484695
"nat_m_dev",11,0.231578751138932
"nat_m_dev",12,0.20647002788654
"nat_m_dev",13,0.486296308309659
"nat_m_dev",14,-0.00919990479825633
"nat_m_dev",15,0.645601632073548
"nat_m_dev",16,0.649092444918685
"nat_m_dev",17,0.335918383494262
"nat_m_dev",18,-0.519097102367571
"nat_m_dev",19,-0.994882408253196
"nat_m_dev",20,0.0488863854056081
"nat_m_dev",21,-0.42763934460205
"nat_m_dev",22,-0.305877568770559
"nat_m_dev",23,-0.318076382464735
"nat_m_dev",24,-0.400766538222002
"nat_m_dev",25,-0.284594575158093
"nat_m_dev",26,-0.412357763063339
"nat_m_dev",27,-0.233057883680565
"nat_m_dev",28,-0.321477966117266
"nat_m_dev",29,-0.126830976146729
"nat_m_dev",30,0.453211604465679
"nat_m_dev",31,0.140237449231287
"nat_m_dev",32,-0.439063355010147
"nat_m_dev",33,0.923312318230562
"nat_m_dev",34,0.730174682797414
"nat_m_dev",35,-0.394407378350169
"nat_m_dev",36,-0.371992647154332
"nat_m_dev",37,0.433784551950412
"nat_m_dev",38,1.94739973340749
"nat_m_dev",39,-0.0970663160927257
"nat_m_dev",40,-0.733975847527244
"nat_m_dev",41,-0.123309737455178
"nat_m_dev",42,0.250188139327253
"nat_m_mat_dev",1,-0.335908748600854
"nat_m_mat_dev",2,0.647885734271147
"nat_m_mat_dev",3,1.23139776394296
"nat_m_mat_dev",4,-0.669920137675076
"nat_m_mat_dev",5,-1.36450335965449
"nat_m_mat_dev",6,-1.20366477533396
"nat_m_mat_dev",7,0.015721095493075
"nat_m_mat_dev",8,-0.104406268340279
"nat_m_mat_dev",9,-0.120711028621416
"nat_m_mat_dev",10,1.09167548746451
"nat_m_mat_dev",11,-0.28227176567834
"nat_m_mat_dev",12,0.0512509311577609
"nat_m_mat_dev",13,0.244239876873739
"nat_m_mat_dev",14,0.445768420791472
"nat_m_mat_dev",15,0.87384975895857
"nat_m_mat_dev",16,0.621254932542257
"nat_m_mat_dev",17,0.604556927314427
"nat_m_mat_dev",18,-0.3258293262216
"nat_m_mat_dev",19,-0.602205362940087
"nat_m_mat_dev",20,0.0689509341640741
"nat_m_mat_dev",21,-0.009355302480129
"nat_m_mat_dev",22,-0.411751839684777
"nat_m_mat_dev",23,-0.294659163432507
"nat_m_mat_dev",24,0.850308399792985
"nat_m_mat_dev",25,0.984077234812877
"nat_m_mat_dev",26,0.644574720915533
"nat_m_mat_dev",27,-0.0235007616519577
"nat_m_mat_dev",28,-1.058127666055
"nat_m_mat_dev",29,-0.619541329581796
"nat_m_mat_dev",30,-0.173946266968209
"nat_m_mat_dev",31,0.651254803695759
"nat_m_mat_dev",32,0.129645603986012
"nat_m_mat_dev",33,1.04031095368913
"nat_m_mat_dev",34,0.435761703915256
"nat_m_mat_dev",35,-0.329562893839197
"nat_m_mat_dev",36,-0.155318071780506
"nat_m_mat_dev",37,1.01036772386929
"nat_m_mat_dev",38,1.36912466610896
"nat_m_mat_dev",39,-0.00571484030081656
"nat_m_mat_dev",40,0.755509627086355
"nat_m_mat_dev",41,-0.122564484991393
"nat_m_mat_dev",42,-1.0844320677985
"nat_m_lg_dev",1,0.0677376116644851
"nat_m_lg_dev",2,-0.166681520710314
"nat_m_lg_dev",3,0.0440538871867508
"nat_m_lg_dev",4,0.0446286025877872
"nat_m_lg_dev",5,0.0497009736332363
"nat_m_lg_dev",6,-0.0394216498606139
"nat_m_lg_dev",7,-0.155165048307215
"nat_m_lg_dev",8,-0.282643965130772
"nat_m_lg_dev",9,-0.228307943968377
"nat_m_lg_dev",10,-0.0389451679558161
"nat_m_lg_dev",11,-0.0843806626618889
"nat_m_lg_dev",12,0.0804819924687655
"nat_m_lg_dev",13,0.153201634574396
"nat_m_lg_dev",14,0.230640388879168
"nat_m_lg_dev",15,-0.0268292177362552
"nat_m_lg_dev",16,0.0592663885236607
"nat_m_lg_dev",17,-0.133098604125178
"nat_m_lg_dev",18,-0.0536323447673865
"nat_m_lg_dev",19,0.176985687094761
"nat_m_lg_dev",20,-0.219199644753198
"nat_m_lg_dev",21,0.0541271192717263
"nat_m_lg_dev",22,-0.0333155813162122
"nat_m_lg_dev",23,-0.0689119326011503
"nat_m_lg_dev",24,0.0753716844994669
"nat_m_lg_dev",25,0.178698879390258
"nat_m_lg_dev",26,0.618061303205946
"nat_m_lg_dev",27,-0.174904468058924
"nat_m_lg_dev",28,0.00195667767186962
"nat_m_lg_dev",29,0.231813075333127
"nat_m_lg_dev",30,-0.0173315141709249
"nat_m_lg_dev",31,-0.15106519413559
"nat_m_lg_dev",32,-0.0524761150068247
"nat_m_lg_dev",33,0.0624811491014779
"nat_m_lg_dev",34,-0.309905910855064
"nat_m_lg_dev",35,0.181665816692528
"nat_m_lg_dev",36,-0.072592110226921
"nat_m_lg_dev",37,-0.0373894319743105
"nat_m_lg_dev",38,-0.162857595997706
"nat_m_lg_dev",39,-0.233958947598267
"nat_m_lg_dev",40,0.0826553630014133
"nat_m_lg_dev",41,0.0286893518302754
"nat_m_lg_dev",42,-0.0619017020911375
"q_dev",1,0
"q_dev",2,0
"q_dev",3,0
"q_dev",4,0
"q_dev",5,0
"q_dev",6,0
"q_dev",7,0
"q_dev",8,0
"q_dev",9,0
"q_dev",10,0
"q_dev",11,0
"q_dev",12,0
"q_dev",13,0
"q_dev",14,0
"q_dev",15,0
"q_dev",16,0
"q_dev",17,0
"q_dev",18,0
"q_dev",19,0
"q_dev",20,0
"q_dev",21,0
"q_dev",22,0
"q_dev",23,0
"q_dev",24,0
"q_dev",25,0
"q_dev",26,0
"q_dev",27,0
"q_dev",28,0
"q_dev",29,0
"q_dev",30,0
"q_dev",31,0
"q_dev",32,0
"q_dev",33,0
"q_dev",34,0
"q_dev",35,0
"q_dev",36,0
"q_dev",37,0
"q_dev",38,0
"q_dev",39,0
"q_dev",40,0
"q_dev",41,0
"q_dev",42,0
"q_mat_dev",1,0
"q_mat_dev",2,0
"q_mat_dev",3,0
"q_mat_dev",4,0
"q_mat_dev",5,0
"q_mat_dev",6,0
"q_mat_dev",7,0
"q_mat_dev",8,0
"q_mat_dev",9,0
"q_mat_dev",10,0
"q_mat_dev",11,0
"q_mat_dev",12,0
"q_mat_dev",13,0
"q_mat_dev",14,0
"q_mat_dev",15,0
"q_mat_dev",16,0
"q_mat_dev",17,0
"q_mat_dev",18,0
"q_mat_dev",19,0
"q_mat_dev",20,0
